Fuel_Type,Kilometers_Driven,Transmission_Type,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,Car_Price,Registration_Year,No_of_Seats,Engine_CC,Mileage(kmpl),Location
Petrol,82030,Manual,1,Hyundai,Hyundai Grand i10,2015,4.69,2015,5,1197,18.9,Jaipur
Petrol,31469,Automatic,1,Maruti,Maruti Baleno,2017,7.16,2017,5,1197,21.4,Jaipur
Petrol,20000,Manual,1,Maruti,Maruti SX4 S Cross,2022,10.0,2022,5,1462,18.55,Jaipur
Petrol,70000,Manual,3,Chevrolet,Chevrolet Spark,2010,1.5,2010,5,995,18.0,Jaipur
Diesel,120000,Manual,1,Hyundai,Hyundai i20,2014,3.05,2014,5,1396,21.9,Jaipur
Diesel,120000,Manual,2,Maruti,Maruti Swift Dzire,2017,5.5,2017,5,1248,26.59,Jaipur
Diesel,90000,Automatic,3,Audi,Audi Q3,2014,13.0,2014,5,1968,15.73,Jaipur
Petrol,70000,Manual,5,Honda,Honda Brio,2012,2.9,2012,5,1198,19.4,Jaipur
Diesel,90000,Manual,2,Hyundai,Hyundai Verna,2013,5.5,2013,5,1582,22.32,Jaipur
Lpg,100000,Manual,2,Hyundai,Hyundai Accent,2011,2.1,2011,5,1495,13.2,Jaipur
Petrol,70000,Manual,1,Maruti,Maruti XL6,2020,9.1,2020,6,1462,19.01,Jaipur
Petrol,80000,Manual,1,Maruti,Maruti Wagon R,2010,2.25,2010,5,1061,18.9,Jaipur
Petrol,43336,Manual,1,Hyundai,Hyundai i20,2018,7.25,2018,5,1197,18.6,Jaipur
Diesel,120000,Manual,2,Mahindra,Mahindra Marazzo,2018,5.7,2018,8,1497,17.3,Jaipur
Petrol,40000,Automatic,2,Honda,Honda City,2020,12.0,2020,5,1498,18.3,Jaipur
Petrol,90000,Manual,2,Tata,Tata Nexon,2018,7.21,2018,5,1198,17.0,Jaipur
Petrol,21659,Manual,1,Honda,Honda Jazz,2021,7.75,2021,5,1199,17.1,Jaipur
Diesel,80000,Manual,1,Maruti,Maruti Vitara Brezza,2017,7.4,2017,5,1248,24.3,Jaipur
Petrol,63662,Automatic,1,Maruti,Maruti Baleno,2018,7.32,2018,5,1197,21.4,Jaipur
Diesel,188000,Manual,2,Toyota,Toyota Innova,2012,6.5,2012,8,2494,12.99,Jaipur
Diesel,82058,Automatic,1,Jaguar,Jaguar XJ,2019,58.9,2019,5,2993,14.47,Jaipur
Diesel,67847,Manual,1,Maruti,Maruti SX4 S Cross,2019,8.5,2019,5,1248,25.1,Jaipur
Diesel,59627,Automatic,1,Kia,Kia Seltos,2020,16.5,2020,5,1493,18.0,Jaipur
Diesel,20000,Automatic,1,Tata,Tata Harrier,2022,21.5,2022,5,1956,14.6,Jaipur
Diesel,50000,Manual,1,Mahindra,Mahindra XUV500,2013,5.0,2013,7,2179,15.1,Jaipur
Diesel,110000,Manual,2,Maruti,Maruti Swift Dzire,2011,2.5,2011,5,1248,19.3,Jaipur
Petrol,20000,Manual,1,Skoda,Skoda Slavia,2022,14.73,2022,5,999,19.47,Jaipur
Diesel,100000,Manual,4,Maruti,Maruti Swift Dzire,2018,6.5,2018,5,1248,28.4,Jaipur
Petrol,80000,Manual,2,Maruti,Maruti SX4,2009,1.75,2009,5,1586,15.5,Jaipur
Diesel,76800,Manual,1,Ford,Ford Ecosport,2018,7.5,2018,5,1498,21.7,Jaipur
Petrol,71711,Automatic,1,Maruti,Maruti Baleno,2017,6.9,2017,5,1197,21.4,Jaipur
Petrol,28406,Manual,1,Maruti,Maruti Baleno,2019,7.14,2019,5,1197,21.4,Jaipur
Petrol,50000,Automatic,1,Skoda,Skoda Superb,2020,26.8,2020,5,1798,14.67,Jaipur
Petrol,53615,Manual,1,Maruti,Maruti Celerio,2019,4.92,2019,5,998,25.24,Jaipur
Petrol,33959,Manual,2,Hyundai,Hyundai Grand i10,2015,4.01,2015,5,1197,18.9,Jaipur
Petrol,65300,Manual,2,Honda,Honda Jazz,2016,4.75,2016,5,1199,18.7,Jaipur
Diesel,49000,Manual,1,Jeep,Jeep Compass,2020,17.0,2020,5,1956,17.1,Jaipur
Diesel,81000,Manual,2,Maruti,Maruti Swift Dzire,2014,5.25,2014,5,1248,19.3,Jaipur
Petrol,70000,Manual,3,Hyundai,Hyundai EON,2014,1.75,2014,5,998,20.3,Jaipur
Cng,150000,Manual,3,Hyundai,Hyundai Santro Xing,2010,1.3,2010,5,1086,11.88,Jaipur
Diesel,62000,Manual,1,Kia,Kia Sonet,2021,11.5,2021,5,1493,14.0,Jaipur
Diesel,40000,Manual,1,Maruti,Maruti Vitara Brezza,2020,9.34,2020,5,1248,24.3,Jaipur
Diesel,110000,Manual,1,Volkswagen,Volkswagen Vento,2013,3.6,2013,5,1598,20.54,Jaipur
Petrol,30000,Manual,1,Tata,Tata Nexon,2019,7.1,2019,5,1198,17.0,Jaipur
Petrol,90000,Manual,2,Maruti,Maruti Alto 800,2007,1.5,2007,5,796,24.7,Jaipur
Diesel,120000,Manual,1,Chevrolet,Chevrolet Cruze,2017,6.5,2017,5,1998,17.9,Jaipur
Diesel,90000,Manual,4,Honda,Honda Amaze,2014,3.5,2014,5,1498,25.8,Jaipur
Petrol,41521,Automatic,1,Skoda,Skoda Octavia,2019,21.9,2019,5,1798,15.1,Jaipur
Diesel,80000,Manual,1,Toyota,Toyota Innova,2016,11.0,2016,8,2494,12.99,Jaipur
Petrol,76000,Manual,1,Toyota,Toyota Glanza,2019,6.25,2019,5,1197,22.35,Jaipur
Petrol,100977,Manual,2,Hyundai,Hyundai Grand i10,2018,4.96,2018,5,1197,18.9,Jaipur
Diesel,23793,Manual,1,Maruti,Maruti Ertiga,2015,8.99,2016,7,1248,24.52,Jaipur
Diesel,81000,Manual,1,Honda,Honda City,2015,6.75,2015,5,1498,25.1,Jaipur
Diesel,43867,Manual,1,Mahindra,Mahindra Bolero Neo,2021,9.1,2021,7,1493,17.29,Jaipur
Diesel,35000,Manual,1,Tata,Tata Nexon,2019,8.3,2019,5,1497,23.22,Jaipur
Diesel,125000,Automatic,2,Hyundai,Hyundai Creta,2016,9.5,2016,5,1582,17.01,Jaipur
Petrol,83000,Manual,2,Hyundai,Hyundai Grand i10,2019,4.7,2019,5,1197,18.9,Jaipur
Petrol,300,Automatic,1,BMW,BMW X3,2023,90.0,2023,5,2998,29.0,Jaipur
Diesel,84000,Manual,1,Hyundai,Hyundai Creta,2017,8.5,2017,5,1396,21.38,Jaipur
Petrol,10000,Manual,1,Tata,Tata Tiago,2023,6.65,2023,5,1199,19.01,Jaipur
Diesel,64000,Automatic,1,Hyundai,Hyundai Creta,2022,18.5,2022,5,1493,14.0,Jaipur
Petrol,90000,Manual,4,Maruti,Maruti Alto,2009,1.2,2009,5,796,19.7,Jaipur
Petrol,56000,Automatic,2,Honda,Honda Jazz,2019,6.0,2019,5,1199,18.2,Jaipur
Diesel,120000,Manual,2,Ford,Ford Ecosport,2013,3.6,2013,5,1498,22.7,Jaipur
Diesel,75000,Manual,1,Hyundai,Hyundai i20,2015,6.25,2015,5,1396,22.54,Jaipur
Petrol,26633,Manual,1,Honda,Honda WR-V,2019,7.4,2020,5,1199,17.5,Jaipur
Petrol,100000,Manual,2,Maruti,Maruti Alto,2009,1.42,2009,5,796,19.7,Jaipur
Petrol,4527,Manual,1,Hyundai,Hyundai Santro,2022,5.75,2022,5,1086,20.3,Jaipur
Petrol,25446,Automatic,1,Datsun,Datsun RediGO,2017,3.21,2017,5,999,23.0,Jaipur
Petrol,50923,Manual,1,Honda,Honda WR-V,2019,6.8,2019,5,1199,17.5,Jaipur
Diesel,56123,Manual,1,Maruti,Maruti Vitara Brezza,2017,8.25,2017,5,1248,24.3,Jaipur
Petrol,64984,Manual,1,Maruti,Maruti Wagon R,2015,3.96,2015,5,998,20.51,Jaipur
Petrol,77561,Automatic,2,Maruti,Maruti Baleno,2019,7.42,2019,5,1197,21.4,Jaipur
Diesel,90000,Manual,1,Maruti,Maruti SX4 S Cross,2018,8.51,2018,5,1248,25.1,Jaipur
Diesel,85123,Manual,1,Maruti,Maruti Vitara Brezza,2018,8.4,2018,5,1248,24.3,Jaipur
Diesel,90456,Manual,1,Honda,Honda City,2019,8.51,2019,5,1498,25.6,Jaipur
Diesel,94215,Manual,1,Jeep,Jeep Compass,2017,13.0,2017,5,1956,17.1,Jaipur
Diesel,76200,Manual,2,Mahindra,Mahindra XUV500,2016,9.7,2016,7,2179,16.0,Jaipur
Petrol,59000,Manual,1,Honda,Honda WR-V,2019,7.75,2019,5,1199,17.5,Jaipur
Diesel,112000,Manual,1,Maruti,Maruti Ciaz,2017,7.0,2017,5,1248,28.09,Jaipur
Petrol,20000,Manual,1,Maruti,Maruti Brezza,2023,11.0,2023,5,1462,17.38,Jaipur
Petrol,20000,Automatic,1,Tata,Tata Nexon,2020,9.15,2020,5,1198,17.0,Jaipur
Petrol,46100,Automatic,1,Volkswagen,Volkswagen Taigun,2021,18.5,2021,5,1498,17.88,Jaipur
Petrol,51374,Manual,1,Maruti,Maruti Baleno,2020,6.0,2020,5,1197,21.01,Jaipur
Diesel,40000,Manual,1,Maruti,Maruti Vitara Brezza,2019,9.0,2019,5,1248,24.3,Jaipur
Petrol,110000,Manual,2,Maruti,Maruti Celerio,2019,4.0,2019,5,998,23.1,Jaipur
Diesel,120000,Manual,4,Maruti,Maruti Ertiga,2015,5.4,2015,7,1248,24.52,Jaipur
Petrol,48089,Manual,3,Honda,Honda WR-V,2018,6.4,2018,5,1199,17.5,Jaipur
Petrol,51046,Manual,2,Honda,Honda City,2018,7.98,2018,5,1497,17.4,Jaipur
Petrol,62134,Manual,1,Hyundai,Hyundai Grand i10,2015,3.85,2015,5,1197,18.9,Jaipur
Petrol,54256,Manual,1,Honda,Honda Jazz,2016,4.85,2016,5,1199,18.7,Jaipur
Petrol,118046,Manual,2,Maruti,Maruti Ciaz,2017,5.28,2017,5,1373,20.73,Jaipur
Petrol,44461,Manual,1,Skoda,Skoda Kushaq,2021,10.0,2021,5,999,19.2,Jaipur
Petrol,80000,Manual,1,Hyundai,Hyundai Grand i10,2020,5.45,2020,5,1197,18.9,Jaipur
Diesel,125000,Manual,2,Toyota,Toyota Innova,2015,8.35,2015,8,2494,12.8,Jaipur
Diesel,120000,Manual,2,Mahindra,Mahindra Scorpio,2013,6.35,2013,8,2179,12.05,Jaipur
Petrol,70123,Manual,1,Maruti,Maruti Ciaz,2017,6.21,2017,5,1373,20.73,Jaipur
Diesel,80000,Manual,1,Hyundai,Hyundai Creta,2016,8.5,2016,5,1396,21.38,Jaipur
Petrol,80000,Manual,1,Honda,Honda City,2019,9.8,2019,5,1497,17.4,Jaipur
Diesel,120000,Manual,3,Mitsubishi,Mitsubishi Pajero,2007,4.5,2007,6,2835,10.5,Jaipur
Diesel,114756,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2015,31.9,2016,5,2143,15.26,Jaipur
Diesel,23793,Manual,1,Maruti,Maruti Ertiga,2016,8.99,2016,7,1248,24.52,Jaipur
Diesel,100181,Manual,2,Toyota,Toyota Fortuner,2011,12.0,2011,7,2982,11.5,Jaipur
Petrol,60000,Manual,1,Maruti,Maruti Celerio,2016,3.6,2016,5,998,21.63,Jaipur
Petrol,16858,Manual,1,Kia,Kia Seltos,2019,13.95,2019,5,1353,16.5,Jaipur
Diesel,80000,Manual,2,Mahindra,Mahindra TUV 300,2017,6.0,2017,7,1493,18.49,Jaipur
Petrol,7414,Manual,1,Renault,Renault KWID,2022,4.53,2022,5,799,22.25,Jaipur
Petrol,18206,Manual,1,Ford,Ford Figo,2020,5.34,2020,5,1194,18.5,Jaipur
Petrol,77000,Manual,2,Honda,Honda City,2016,6.1,2016,5,1497,17.8,Jaipur
Diesel,56569,Manual,1,Ford,Ford Ecosport,2019,7.09,2019,5,1498,23.0,Jaipur
Petrol,44461,Manual,1,Skoda,Skoda Slavia,2021,10.0,2021,5,999,19.47,Jaipur
Petrol,40000,Manual,2,Maruti,Maruti Alto 800,2019,3.2,2019,5,796,22.05,Jaipur
Petrol,20000,Manual,1,Maruti,Maruti Swift Dzire,2022,8.9,2022,5,1197,22.41,Jaipur
Petrol,30000,Manual,1,Honda,Honda Amaze,2020,7.25,2020,5,1199,18.6,Jaipur
Diesel,120000,Manual,1,Jeep,Jeep Compass,2017,11.5,2017,5,1956,17.1,Jaipur
Diesel,90000,Automatic,2,Hyundai,Hyundai Creta,2017,10.1,2017,5,1582,17.01,Jaipur
Diesel,43919,Manual,1,Honda,Honda BR-V,2016,7.9,2016,7,1498,21.9,Jaipur
Diesel,80000,Manual,1,Hyundai,Hyundai Creta,2015,8.88,2015,5,1582,19.67,Jaipur
Diesel,72602,Automatic,2,Hyundai,Hyundai Verna,2016,6.95,2016,5,1582,19.08,Jaipur
Petrol,86000,Manual,1,Hyundai,Hyundai Grand i10,2016,4.25,2016,5,1197,18.9,Jaipur
Petrol,32355,Manual,1,Renault,Renault KWID,2020,4.25,2020,5,999,21.46,Jaipur
Petrol,40000,Manual,2,Hyundai,Hyundai i20,2021,7.1,2021,5,1197,21.0,Jaipur
Petrol,30000,Manual,1,Honda,Honda City,2020,10.6,2020,5,1498,18.6,Jaipur
Diesel,94724,Automatic,1,BMW,BMW X1,2016,23.9,2017,5,1995,17.05,Jaipur
Diesel,72916,Automatic,1,Volvo,Volvo S60 Cross Country,2017,25.0,2018,5,2400,19.6,Jaipur
Petrol,100000,Manual,1,Maruti,Maruti Wagon R,2016,4.0,2016,5,998,20.51,Jaipur
Petrol,76065,Manual,2,Tata,Tata Nexon,2019,7.23,2019,5,1198,17.0,Jaipur
Petrol,9909,Manual,2,Maruti,Maruti Baleno,2022,7.9,2023,5,1197,22.35,Jaipur
Petrol,37811,Manual,2,Honda,Honda City,2018,7.95,2018,5,1497,17.4,Jaipur
Diesel,60000,Manual,3,Tata,Tata Manza,2014,2.52,2014,5,1248,21.02,Jaipur
Diesel,120000,Manual,2,Volkswagen,Volkswagen Vento,2015,6.1,2015,5,1498,20.34,Jaipur
Diesel,42840,Automatic,1,Audi,Audi A3,2015,21.9,2016,5,1968,20.38,Jaipur
Petrol,60000,Manual,1,Mahindra,Mahindra XUV300,2019,10.2,2019,5,1197,17.0,Jaipur
Diesel,120000,Manual,1,Tata,Tata Indica,2013,2.0,2013,5,0,18.0,Jaipur
Petrol,70000,Manual,2,Maruti,Maruti Swift,2018,6.5,2018,5,1197,21.21,Jaipur
Petrol,8401,Automatic,1,MG,MG Astor,2022,14.25,2022,5,1498,14.82,Jaipur
Petrol,16275,Automatic,1,Kia,Kia Carens,2022,17.9,2022,6,1353,16.5,Jaipur
Petrol,30000,Manual,1,Ford,Ford Ecosport,2019,6.3,2019,5,1497,17.0,Jaipur
Petrol,22289,Manual,1,Kia,Kia Seltos,2021,14.5,2021,5,1497,16.8,Jaipur
Petrol,70123,Manual,1,Renault,Renault KWID,2018,2.85,2018,5,999,23.01,Jaipur
Petrol,50123,Manual,1,Renault,Renault Triber,2019,5.35,2019,7,999,20.0,Jaipur
Petrol,70123,Automatic,1,Maruti,Maruti Celerio,2018,4.35,2018,5,998,21.63,Jaipur
Petrol,100000,Manual,3,Hyundai,Hyundai EON,2016,2.3,2016,5,814,21.1,Jaipur
Diesel,110000,Manual,3,Mahindra,Mahindra XUV500,2014,5.5,2014,7,2179,15.1,Jaipur
Diesel,99643,Manual,1,Volkswagen,Volkswagen Ameo,2017,5.74,2017,5,1498,21.66,Jaipur
Petrol,103116,Manual,1,Honda,Honda WR-V,2017,5.89,2017,5,1199,17.5,Jaipur
Diesel,120000,Manual,1,Chevrolet,Chevrolet Sail,2017,3.5,2017,5,1248,22.1,Jaipur
Petrol,43202,Automatic,1,Maruti,Maruti Alto K10,2017,3.77,2017,5,998,23.95,Jaipur
Petrol,57671,Manual,1,Volkswagen,Volkswagen Ameo,2017,5.44,2018,5,1198,17.0,Jaipur
Petrol,70000,Manual,3,Hyundai,Hyundai EON,2014,2.25,2014,5,998,20.3,Jaipur
Petrol,40000,Automatic,1,MG,MG Hector Plus,2021,17.0,2021,6,1451,16.56,Jaipur
Petrol,60000,Manual,2,Maruti,Maruti Ciaz,2017,6.0,2017,5,1373,20.73,Jaipur
Petrol,60000,Manual,1,Maruti,Maruti Vitara Brezza,2021,8.7,2021,5,1462,17.03,Jaipur
Diesel,74700,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2019,24.9,2019,5,2143,17.9,Jaipur
Diesel,110000,Manual,3,Maruti,Maruti Swift Dzire,2015,5.0,2015,5,1248,26.59,Jaipur
Petrol,100000,Manual,4,Hyundai,Hyundai i10,2010,1.8,2010,5,1086,19.81,Jaipur
Petrol,60000,Manual,1,Maruti,Maruti Ciaz,2020,8.0,2020,5,1462,20.65,Jaipur
Diesel,62000,Manual,1,Jeep,Jeep Compass,2018,15.0,2018,5,1956,17.1,Jaipur
Diesel,120000,Automatic,2,BMW,BMW X3,2012,8.5,2012,5,1995,16.09,Jaipur
Diesel,90000,Manual,2,Renault,Renault Scala,2014,2.7,2014,5,1461,21.64,Jaipur
Diesel,120000,Manual,3,Hyundai,Hyundai Verna,2013,4.1,2013,5,1582,22.32,Jaipur
Petrol,40000,Manual,1,Maruti,Maruti Ciaz,2019,7.25,2019,5,1462,21.56,Jaipur
Petrol,60000,Manual,2,Maruti,Maruti Vitara Brezza,2020,9.0,2020,5,1462,17.03,Jaipur
Petrol,50000,Manual,1,Maruti,Maruti Baleno,2018,6.25,2018,5,1197,21.4,Jaipur
Petrol,42811,Manual,1,Maruti,Maruti Baleno,2019,6.65,2019,5,1197,21.4,Jaipur
Petrol,82558,Manual,1,Maruti,Maruti Celerio X,2018,4.53,2018,5,998,21.63,Jaipur
Petrol,40000,Manual,1,Maruti,Maruti Ciaz,2019,7.5,2019,5,1462,21.56,Jaipur
Diesel,104521,Manual,1,Ford,Ford Ecosport,2018,6.92,2018,5,1498,23.0,Jaipur
Petrol,95745,Manual,1,Maruti,Maruti Baleno,2018,5.25,2018,5,1197,21.4,Jaipur
Diesel,78000,Manual,1,Hyundai,Hyundai Grand i10,2018,4.8,2018,5,1120,24.0,Jaipur
Diesel,90000,Automatic,3,BMW,BMW 3 Series,2013,11.0,2013,5,1995,18.88,Jaipur
Diesel,150000,Manual,3,Skoda,Skoda Laura,2009,2.5,2009,5,1896,17.0,Jaipur
Petrol,70000,Manual,2,Maruti,Maruti Baleno,2020,6.8,2020,5,1197,21.01,Jaipur
Diesel,90000,Manual,2,Honda,Honda City,2014,5.5,2014,5,1498,26.0,Jaipur
Petrol,100000,Manual,2,Honda,Honda New Accord,2006,2.7,2006,5,2354,11.9,Jaipur
Petrol,80000,Automatic,2,Honda,Honda CR-V,2013,10.25,2013,5,2354,11.1,Jaipur
Diesel,150000,Automatic,1,Audi,Audi Q7,2017,36.0,2017,7,2967,14.75,Jaipur
Diesel,90000,Manual,3,Hyundai,Hyundai Verna,2016,6.5,2016,5,1582,23.9,Jaipur
Diesel,60091,Automatic,1,Audi,Audi Q5,2013,17.5,2013,5,1968,14.16,Jaipur
Diesel,170000,Manual,1,Toyota,Toyota Fortuner,2012,13.25,2012,7,2982,12.55,Jaipur
Petrol,42000,Manual,2,Maruti,Maruti Alto 800,2016,2.65,2016,5,796,24.7,Jaipur
Petrol,37724,Manual,1,Renault,Renault Kiger,2022,6.75,2022,5,999,19.17,Jaipur
Diesel,120000,Manual,1,Ford,Ford Figo,2011,1.0,2011,5,1399,20.0,Jaipur
Diesel,100227,Manual,1,Maruti,Maruti Ertiga,2014,6.34,2014,7,1248,20.77,Jaipur
Petrol,94112,Manual,1,Hyundai,Hyundai Xcent,2017,4.58,2017,5,1197,20.14,Jaipur
Petrol,23848,Manual,1,Toyota,Toyota Urban cruiser,2021,9.4,2021,5,1462,17.03,Jaipur
Petrol,43349,Manual,3,Maruti,Maruti Wagon R,2015,3.27,2015,5,998,20.51,Jaipur
Diesel,64394,Manual,3,Maruti,Maruti Ertiga,2012,4.59,2012,7,1248,20.77,Jaipur
Petrol,17353,Manual,1,Kia,Kia Seltos,2021,13.9,2021,5,1497,16.8,Jaipur
Petrol,30000,Manual,2,Maruti,Maruti Wagon R,2009,1.6,2009,5,1061,18.9,Jaipur
Petrol,80000,Manual,3,Hyundai,Hyundai Santro Xing,2006,1.05,2006,5,0,17.0,Jaipur
Diesel,70000,Manual,1,Maruti,Maruti Ignis,2016,2.95,2016,5,1248,26.8,Jaipur
Petrol,10000,Manual,1,Renault,Renault KWID,2021,4.45,2021,5,799,22.3,Jaipur
Diesel,49017,Manual,1,Kia,Kia Seltos,2020,15.25,2020,5,1493,20.8,Jaipur
Diesel,120000,Manual,1,Hyundai,Hyundai Creta,2015,7.0,2015,5,1396,21.38,Jaipur
Petrol,80000,Manual,1,Kia,Kia Seltos,2019,13.0,2019,5,1353,16.8,Jaipur
Petrol,50000,Manual,1,Maruti,Maruti Wagon R,2018,3.9,2018,5,998,20.51,Jaipur
Petrol,60000,Manual,1,Renault,Renault KWID,2021,4.5,2021,5,799,22.3,Jaipur
Diesel,70000,Manual,2,Maruti,Maruti Swift,2014,4.5,2014,5,1248,25.2,Jaipur
Diesel,87000,Manual,1,Hyundai,Hyundai Venue,2019,9.5,2019,5,1493,23.7,Jaipur
Diesel,96330,Automatic,1,BMW,BMW 5 Series,2017,29.9,2017,5,1995,18.12,Jaipur
Diesel,81040,Manual,2,Maruti,Maruti Swift,2015,4.46,2015,5,1248,25.2,Jaipur
Petrol,112625,Automatic,1,Volkswagen,Volkswagen Polo,2018,6.72,2018,5,1197,17.21,Jaipur
Petrol,58374,Manual,1,Hyundai,Hyundai Grand i10,2018,5.0,2018,5,1197,18.9,Jaipur
Petrol,31733,Manual,2,Hyundai,Hyundai Grand i10,2014,4.09,2014,5,1197,18.9,Jaipur
Diesel,49616,Manual,1,Maruti,Maruti Baleno,2019,7.59,2019,5,1248,27.39,Jaipur
Petrol,70000,Manual,1,Honda,Honda City,2018,8.25,2018,5,1497,17.4,Jaipur
Diesel,68000,Manual,1,Maruti,Maruti Ciaz,2016,6.7,2016,5,1248,26.21,Jaipur
Diesel,120000,Manual,1,Tata,Tata Indigo,2011,2.0,2011,5,1396,23.57,Jaipur
Petrol,50000,Manual,2,Ford,Ford Ecosport,2015,6.0,2015,5,1499,15.85,Jaipur
Diesel,120000,Manual,2,Hyundai,Hyundai Elantra,2014,6.0,2014,5,1582,22.7,Jaipur
Diesel,116544,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2019,58.9,2019,7,2987,11.0,Jaipur
Petrol,49580,Manual,1,Honda,Honda Jazz,2010,3.25,2010,5,1198,16.0,Jaipur
Diesel,56031,Manual,2,Mahindra,Mahindra XUV500,2017,11.95,2017,7,2179,16.0,Jaipur
Diesel,15285,Automatic,1,Kia,Kia Carens,2022,17.9,2022,7,1493,14.0,Jaipur
Petrol,4437,Manual,1,Tata,Tata Tiago,2022,5.9,2022,5,1199,19.01,Jaipur
Petrol,24590,Manual,1,Maruti,Maruti Wagon R,2018,4.1,2018,5,998,20.51,Jaipur
Petrol,20000,Manual,1,Maruti,Maruti Baleno,2022,7.0,2022,5,1197,21.01,Jaipur
Petrol,70456,Manual,1,Hyundai,Hyundai i20,2013,3.25,2013,5,1197,18.5,Jaipur
Petrol,20000,Manual,1,Skoda,Skoda Slavia,2022,14.9,2022,5,999,19.47,Jaipur
Petrol,120000,Manual,1,Hyundai,Hyundai i20,2013,3.11,2013,5,1197,18.5,Jaipur
Diesel,50889,Manual,2,Hyundai,Hyundai Verna,2016,7.01,2016,5,1582,23.9,Jaipur
Petrol,76043,Manual,1,Maruti,Maruti Swift,2012,3.71,2012,5,1197,22.38,Jaipur
Petrol,10200,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2019,54.0,2019,5,1991,11.5,Jaipur
Petrol,55890,Manual,1,Hyundai,Hyundai Grand i10,2014,3.49,2014,5,1197,18.9,Jaipur
Petrol,81984,Manual,2,Honda,Honda Jazz,2016,4.75,2016,5,1199,18.7,Jaipur
Petrol,70123,Manual,2,Honda,Honda Brio,2014,2.9,2014,5,1198,19.4,Jaipur
Petrol,60000,Manual,1,Renault,Renault KWID,2021,4.45,2021,5,799,22.3,Jaipur
Petrol,110000,Manual,3,Maruti,Maruti Alto,2010,1.5,2010,5,796,19.7,Jaipur
Petrol,40000,Manual,1,Maruti,Maruti Ciaz,2019,6.9,2019,5,1462,21.56,Jaipur
Diesel,90000,Manual,1,Toyota,Toyota Fortuner,2018,30.0,2018,7,2755,14.24,Jaipur
Petrol,50000,Manual,1,Renault,Renault KWID,2017,3.6,2017,5,999,23.01,Jaipur
Petrol,50000,Automatic,1,Maruti,Maruti Swift Dzire,2020,7.5,2020,5,1197,21.21,Jaipur
Diesel,56805,Manual,1,Maruti,Maruti Swift Dzire,2013,4.75,2013,5,1248,23.4,Jaipur
Diesel,120000,Manual,2,Volkswagen,Volkswagen Polo,2016,4.25,2016,5,1498,20.14,Jaipur
Petrol,120000,Manual,2,Honda,Honda City,2011,3.2,2011,5,1497,17.0,Jaipur
Diesel,90000,Manual,2,Hyundai,Hyundai Grand i10,2019,5.0,2019,5,1186,24.0,Jaipur
Diesel,100000,Manual,2,Volkswagen,Volkswagen Vento,2014,4.35,2014,5,1598,20.54,Jaipur
Diesel,70705,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2015,27.5,2015,5,2143,15.0,Jaipur
Diesel,75000,Manual,1,Maruti,Maruti Swift Dzire,2014,5.25,2014,5,1248,19.3,Jaipur
Petrol,17587,Manual,1,Datsun,Datsun RediGO,2020,3.62,2020,5,999,21.7,Jaipur
Petrol,27153,Manual,2,Hyundai,Hyundai Santro,2019,4.55,2019,5,1086,20.3,Jaipur
Diesel,90000,Manual,2,Mahindra,Mahindra Thar,2011,5.0,2011,6,2498,16.55,Jaipur
Diesel,104243,Manual,1,Maruti,Maruti Swift Dzire,2012,3.8,2012,5,1248,19.3,Jaipur
Petrol,25791,Automatic,1,Honda,Honda City,2017,8.51,2018,5,1497,18.0,Jaipur
Diesel,120000,Manual,2,Toyota,Toyota Fortuner,2010,8.15,2010,7,2982,11.5,Jaipur
Diesel,70000,Automatic,2,Jaguar,Jaguar XF,2013,14.0,2013,5,2179,16.36,Jaipur
Petrol,60000,Manual,1,Hyundai,Hyundai Venue,2021,6.9,2021,5,1197,17.52,Jaipur
Petrol,17580,Manual,1,Maruti,Maruti Vitara Brezza,2021,8.9,2021,5,1462,17.03,Jaipur
Diesel,120000,Manual,2,Mahindra,Mahindra XUV500,2012,3.3,2012,7,2179,15.1,Jaipur
Petrol,39109,Manual,1,Maruti,Maruti Vitara Brezza,2020,8.11,2020,5,1462,17.03,Jaipur
Petrol,20000,Manual,1,Maruti,Maruti Vitara Brezza,2022,8.95,2022,5,1462,17.03,Jaipur
Diesel,80000,Manual,1,Honda,Honda WR-V,2018,6.5,2018,5,1498,25.5,Jaipur
Petrol,20000,Manual,1,Maruti,Maruti Celerio,2022,5.9,2022,5,998,25.24,Jaipur
Diesel,120000,Manual,2,Toyota,Toyota Innova,2007,3.0,2007,8,2494,12.8,Jaipur
Petrol,70000,Manual,2,Maruti,Maruti Swift,2015,4.45,2015,5,1197,22.0,Jaipur
Petrol,70000,Automatic,2,Honda,Honda City,2016,6.5,2016,5,1497,18.0,Jaipur
Petrol,70000,Manual,1,Volkswagen,Volkswagen Polo,2011,3.0,2011,5,1198,16.47,Jaipur
Diesel,9106,Manual,1,Jeep,Jeep Compass,2019,18.9,2020,5,1956,17.1,Jaipur
Petrol,90239,Manual,1,Honda,Honda Amaze,2019,5.79,2019,5,1199,19.5,Jaipur
Petrol,31608,Manual,2,Hyundai,Hyundai EON,2014,2.98,2014,5,998,20.3,Jaipur
