Fuel_Type,Kilometers_Driven,Transmission_Type,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,Car_Price,Registration_Year,No_of_Seats,Engine_CC,Mileage(kmpl),Location
Diesel,90000,Automatic,1,Audi,Audi A4,2014,14.75,2014,5,1968,17.11,Bangalore
Petrol,40000,Manual,1,Renault,Renault KWID,2020,4.15,2020,5,999,21.74,Bangalore
Petrol,63797,Manual,1,Honda,Honda Jazz,2016,6.1,2016,5,1199,18.7,Bangalore
Petrol,60216,Manual,2,Hyundai,Hyundai Grand i10,2018,5.6,2018,5,1197,18.9,Bangalore
Petrol,10000,Automatic,2,Maruti,Maruti Alto K10,2015,4.25,2015,5,998,23.95,Bangalore
Petrol,38153,Manual,1,Maruti,Maruti Baleno,2016,6.86,2016,5,1197,21.4,Bangalore
Petrol,76485,Manual,1,Maruti,Maruti Swift,2015,5.17,2015,5,1197,22.38,Bangalore
Petrol,40000,Manual,2,Maruti,Maruti Wagon R,2015,3.85,2015,5,998,20.51,Bangalore
Petrol,40623,Manual,1,Maruti,Maruti Baleno,2016,6.75,2016,5,1197,21.4,Bangalore
Diesel,18000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,33.0,2018,5,2143,19.27,Bangalore
Petrol,88051,Manual,1,Maruti,Maruti Swift,2014,4.99,2014,5,1197,22.38,Bangalore
Petrol,16522,Manual,1,Maruti,Maruti Swift,2022,7.74,2022,5,1197,22.38,Bangalore
Diesel,70000,Manual,2,Jeep,Jeep Compass,2019,14.75,2019,5,1956,16.3,Bangalore
Petrol,80000,Manual,3,Maruti,Maruti Wagon R,2008,2.4,2008,5,1061,18.9,Bangalore
Diesel,50000,Manual,1,Hyundai,Hyundai Venue,2019,10.25,2019,5,1396,23.7,Bangalore
Petrol,10000,Manual,1,Tata,Tata Nexon,2023,14.0,2023,5,1199,17.33,Bangalore
Petrol,57000,Manual,2,Hyundai,Hyundai EON,2013,2.85,2013,5,814,21.1,Bangalore
Petrol,10000,Manual,1,Maruti,Maruti Baleno,2019,7.8,2019,5,1197,21.4,Bangalore
Petrol,50000,Manual,2,Maruti,Maruti Swift,2012,4.75,2012,5,1197,18.6,Bangalore
Diesel,120000,Manual,1,Mahindra,Mahindra XUV300,2019,7.5,2019,5,1497,20.0,Bangalore
Petrol,35469,Manual,1,Hyundai,Hyundai Grand i10,2014,5.55,2015,5,1197,18.9,Bangalore
Petrol,40073,Manual,2,Honda,Honda Jazz,2017,6.07,2017,5,1199,18.7,Bangalore
Petrol,65730,Manual,2,Hyundai,Hyundai Grand i10,2017,5.14,2017,5,1197,18.9,Bangalore
Petrol,120000,Manual,2,Maruti,Maruti Baleno,2005,2.5,2005,5,1590,15.4,Bangalore
Petrol,36184,Manual,2,Maruti,Maruti Baleno,2016,7.05,2016,5,1197,21.4,Bangalore
Petrol,69310,Manual,1,Maruti,Maruti Baleno,2016,6.53,2016,5,1197,21.4,Bangalore
Petrol,55643,Automatic,1,Honda,Honda City,2015,8.72,2015,5,1497,18.0,Bangalore
Petrol,62803,Automatic,2,Hyundai,Hyundai Grand i10,2017,5.64,2017,5,1197,18.9,Bangalore
Diesel,90000,Manual,2,Volkswagen,Volkswagen Polo,2011,3.7,2011,5,1199,22.07,Bangalore
Petrol,68656,Manual,1,Maruti,Maruti Swift,2015,5.5,2015,5,1197,22.38,Bangalore
Petrol,77501,Manual,3,Honda,Honda Jazz,2016,5.17,2016,5,1199,18.7,Bangalore
Petrol,40000,Manual,1,Maruti,Maruti Swift Dzire,2016,6.2,2016,5,1197,20.85,Bangalore
Petrol,48325,Automatic,1,Honda,Honda City,2014,7.5,2014,5,1497,18.0,Bangalore
Petrol,30000,Manual,1,Tata,Tata Nexon,2022,12.2,2022,5,1199,17.57,Bangalore
Diesel,100000,Automatic,2,Mercedes-Benz,Mercedes-Benz B Class,2013,13.5,2013,5,2143,14.8,Bangalore
Petrol,69000,Manual,1,Maruti,Maruti Swift,2015,5.75,2015,5,1197,22.0,Bangalore
Diesel,110000,Manual,1,Jeep,Jeep Compass,2018,12.5,2018,5,1956,17.1,Bangalore
Petrol,50000,Manual,2,Hyundai,Hyundai Verna,2016,8.68,2016,5,1591,17.01,Bangalore
Diesel,60000,Automatic,1,Kia,Kia Carnival,2020,30.0,2020,8,2199,14.11,Bangalore
Petrol,20000,Manual,1,Hyundai,Hyundai i20,2021,9.8,2021,5,998,20.0,Bangalore
Petrol,14999,Automatic,1,Maruti,Maruti Swift,2022,9.0,2022,5,1197,22.56,Bangalore
Petrol,90773,Manual,2,Honda,Honda Jazz,2016,5.5,2016,5,1199,18.7,Bangalore
Diesel,90000,Manual,1,Skoda,Skoda Rapid,2012,4.5,2012,5,1598,20.5,Bangalore
Petrol,64917,Manual,2,Maruti,Maruti Swift,2017,6.1,2017,5,1197,20.4,Bangalore
Petrol,70235,Manual,1,Honda,Honda Jazz,2017,5.43,2017,5,1199,18.7,Bangalore
Petrol,30000,Manual,1,Hyundai,Hyundai i20,2021,9.8,2021,5,998,20.0,Bangalore
Petrol,78782,Manual,1,Honda,Honda Jazz,2016,5.35,2016,5,1199,18.7,Bangalore
Diesel,164000,Manual,2,Mahindra,Mahindra XUV500,2014,8.5,2014,7,2179,15.1,Bangalore
Petrol,72136,Manual,2,Maruti,Maruti Ciaz,2016,6.61,2016,5,1373,20.73,Bangalore
Petrol,52486,Manual,2,Maruti,Maruti Swift,2015,5.05,2015,5,1197,22.38,Bangalore
Diesel,150000,Automatic,1,Skoda,Skoda Laura,2007,4.5,2007,5,1896,15.6,Bangalore
Petrol,36887,Manual,1,Honda,Honda WR-V,2017,8.65,2017,5,1199,17.5,Bangalore
Petrol,47962,Manual,1,Hyundai,Hyundai Venue,2019,9.99,2019,5,998,18.27,Bangalore
Diesel,135000,Manual,1,Nissan,Nissan Terrano,2014,5.95,2014,5,1461,20.45,Bangalore
Petrol,47398,Automatic,2,Skoda,Skoda Superb,2018,23.65,2018,5,1798,14.67,Bangalore
Petrol,50000,Manual,2,Fiat,Fiat Linea,2012,4.0,2012,5,1368,14.6,Bangalore
Diesel,100000,Manual,1,Maruti,Maruti Swift Dzire,2012,5.5,2012,5,1248,19.3,Bangalore
Diesel,55000,Automatic,1,BMW,BMW X4,2020,60.5,2020,5,2993,14.71,Bangalore
Diesel,110000,Automatic,2,BMW,BMW X3,2011,16.0,2011,5,1995,16.55,Bangalore
Petrol,90000,Automatic,3,Volkswagen,Volkswagen Polo,2013,5.2,2013,5,1197,17.21,Bangalore
Petrol,116624,Manual,1,Maruti,Maruti Baleno,2016,6.16,2016,5,1197,21.4,Bangalore
Petrol,54561,Manual,2,Maruti,Maruti Ciaz,2019,7.95,2019,5,1462,21.56,Bangalore
Petrol,65072,Manual,1,Honda,Honda Jazz,2016,6.24,2016,5,1199,18.7,Bangalore
Petrol,133532,Manual,1,Hyundai,Hyundai Grand i10,2017,5.49,2017,5,1197,18.9,Bangalore
Diesel,120000,Manual,3,Toyota,Toyota Innova,2010,7.6,2010,7,2494,11.4,Bangalore
Petrol,39886,Manual,1,Maruti,Maruti Swift Dzire,2013,5.24,2013,5,1197,22.41,Bangalore
Diesel,80000,Manual,1,Mahindra,Mahindra XUV500,2019,16.5,2019,7,2179,15.1,Bangalore
Diesel,56976,Manual,2,Maruti,Maruti Swift,2015,5.83,2015,5,1248,25.2,Bangalore
Petrol,68303,Manual,2,Volkswagen,Volkswagen Vento,2020,11.47,2020,5,999,17.69,Bangalore
Petrol,80000,Automatic,2,Mini,Mini Cooper,2013,17.5,2013,4,1598,13.6,Bangalore
Diesel,54000,Automatic,1,Skoda,Skoda Rapid,2016,8.25,2016,5,1498,21.72,Bangalore
Diesel,98500,Automatic,1,Land Rover,Land Rover Discovery Sport,2016,31.5,2016,7,2179,12.51,Bangalore
Petrol,72348,Manual,1,Volkswagen,Volkswagen Polo,2018,7.55,2018,5,1199,16.2,Bangalore
Petrol,70000,Manual,1,Hyundai,Hyundai Creta,2015,8.75,2015,5,1591,13.0,Bangalore
Petrol,62696,Manual,1,Volkswagen,Volkswagen Polo,2021,8.55,2021,5,999,17.74,Bangalore
Diesel,174000,Automatic,3,Toyota,Toyota Fortuner,2014,18.45,2014,7,2982,12.55,Bangalore
Petrol,65000,Manual,1,Hyundai,Hyundai Grand i10,2016,5.25,2016,5,1197,18.9,Bangalore
Petrol,36000,Automatic,1,Hyundai,Hyundai Grand i10,2017,6.5,2017,5,1197,18.9,Bangalore
Diesel,199000,Manual,2,Toyota,Toyota Innova,2011,9.5,2011,7,2494,12.8,Bangalore
Petrol,71905,Automatic,1,Honda,Honda City,2018,8.46,2018,5,1497,18.0,Bangalore
Petrol,69748,Manual,2,Maruti,Maruti Swift,2013,4.24,2013,5,1197,22.38,Bangalore
Petrol,44000,Manual,1,Maruti,Maruti Alto,2008,2.1,2008,5,796,19.7,Bangalore
Petrol,17875,Manual,2,Toyota,Toyota Yaris,2021,9.59,2021,5,1496,17.1,Bangalore
Petrol,95678,Manual,1,Renault,Renault Duster,2020,8.89,2021,5,1330,16.42,Bangalore
Petrol,12003,Automatic,1,Renault,Renault Kiger,2022,8.5,2022,5,999,19.03,Bangalore
Diesel,114427,Manual,2,Ford,Ford Ecosport,2018,8.36,2018,5,1498,23.0,Bangalore
Petrol,20000,Automatic,1,Renault,Renault Kiger,2022,6.6,2022,5,999,19.03,Bangalore
Petrol,64655,Manual,1,Honda,Honda Brio,2012,3.34,2012,5,1198,19.4,Bangalore
Petrol,46456,Manual,1,Mahindra,Mahindra KUV 100,2018,5.94,2018,6,1198,18.15,Bangalore
Petrol,20000,Automatic,1,Renault,Renault Kiger,2021,9.91,2021,5,999,18.24,Bangalore
Diesel,50000,Manual,1,Jeep,Jeep Compass,2018,14.5,2018,5,1956,17.1,Bangalore
Diesel,90000,Manual,4,Volkswagen,Volkswagen Vento,2011,2.19,2011,5,1598,20.54,Bangalore
Diesel,20000,Manual,1,Hyundai,Hyundai Venue,2022,12.85,2022,5,1493,14.0,Bangalore
Petrol,27000,Automatic,1,Volvo,Volvo XC40,2021,41.95,2021,5,1969,19.0,Bangalore
Diesel,150000,Manual,3,Toyota,Toyota Innova,2008,4.55,2008,8,2494,12.8,Bangalore
Petrol,10000,Manual,1,Maruti,Maruti Baleno,2022,8.25,2022,5,1197,22.35,Bangalore
Petrol,40000,Manual,1,Honda,Honda City,2018,8.25,2018,5,1497,17.4,Bangalore
Diesel,40000,Manual,1,Ford,Ford Ecosport,2020,9.2,2020,5,1498,23.0,Bangalore
Diesel,20000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,33.0,2018,5,2143,19.27,Bangalore
Diesel,91598,Manual,2,Ford,Ford Ecosport,2017,7.29,2017,5,1498,22.77,Bangalore
Petrol,57521,Manual,1,Maruti,Maruti Celerio,2015,4.32,2015,5,998,25.24,Bangalore
Diesel,100000,Manual,1,Renault,Renault Duster,2016,7.0,2016,5,1461,19.87,Bangalore
Petrol,7598,Manual,1,Hyundai,Hyundai Verna,2021,14.99,2021,5,1497,17.7,Bangalore
Petrol,38520,Manual,1,Renault,Renault Duster,2017,7.62,2017,5,1598,13.06,Bangalore
Petrol,20000,Manual,1,MG,MG Astor,2022,16.25,2022,5,1498,15.43,Bangalore
Diesel,110455,Manual,2,Renault,Renault Duster,2014,6.32,2014,5,1461,20.45,Bangalore
Petrol,26901,Automatic,1,Hyundai,Hyundai Venue,2020,12.18,2020,5,998,18.15,Bangalore
Petrol,65376,Automatic,1,Hyundai,Hyundai Grand i10,2017,5.24,2017,5,1197,18.9,Bangalore
Diesel,28177,Manual,3,Mahindra,Mahindra XUV500,2018,14.05,2018,7,2179,15.1,Bangalore
Petrol,10000,Manual,1,Kia,Kia Sonet,2022,13.9,2022,5,998,18.2,Bangalore
Petrol,30000,Automatic,1,MG,MG Hector,2021,18.9,2021,5,1451,14.0,Bangalore
Petrol,27000,Automatic,1,Hyundai,Hyundai Creta,2018,12.75,2018,5,1591,13.0,Bangalore
Petrol,90000,Automatic,3,Hyundai,Hyundai i10,2010,2.75,2010,5,1197,19.2,Bangalore
Petrol,20000,Manual,1,Honda,Honda City,2022,11.25,2022,5,1497,17.4,Bangalore
Petrol,82998,Automatic,1,Honda,Honda City,2016,6.5,2016,5,1497,18.0,Bangalore
Petrol,110000,Automatic,3,Audi,Audi A4,2010,7.0,2010,5,1781,12.3,Bangalore
Petrol,14500,Manual,1,Honda,Honda City,2019,11.0,2019,5,1497,17.14,Bangalore
Diesel,120000,Manual,3,Mahindra,Mahindra Verito,2016,2.6,2016,5,1461,21.03,Bangalore
Petrol,68000,Automatic,2,Hyundai,Hyundai i10,2010,3.95,2010,5,1197,19.2,Bangalore
Petrol,25887,Manual,1,Hyundai,Hyundai Xcent,2019,6.81,2019,5,1197,20.14,Bangalore
Petrol,74094,Manual,1,Maruti,Maruti S-Presso,2020,4.05,2020,5,998,21.7,Bangalore
Petrol,40000,Automatic,1,Honda,Honda Jazz,2018,7.65,2018,5,1199,19.0,Bangalore
Diesel,91045,Manual,1,Maruti,Maruti Ritz,2014,4.87,2014,5,1248,23.2,Bangalore
Diesel,80033,Manual,1,Mahindra,Mahindra XUV500,2018,14.74,2019,7,2179,15.1,Bangalore
Diesel,70000,Automatic,2,Mahindra,Mahindra XUV500,2017,13.4,2017,7,2179,16.0,Bangalore
Petrol,13957,Automatic,1,Renault,Renault Triber,2021,7.7,2021,7,999,18.2,Bangalore
Petrol,34140,Automatic,2,Maruti,Maruti Baleno,2018,8.18,2018,5,1197,21.4,Bangalore
Petrol,20056,Manual,1,Ford,Ford Ecosport,2017,7.24,2017,5,1497,17.0,Bangalore
Petrol,38233,Automatic,3,Maruti,Maruti Celerio,2016,4.68,2016,5,998,26.0,Bangalore
Petrol,100000,Manual,1,Volkswagen,Volkswagen Jetta,2013,5.0,2013,5,1390,14.69,Bangalore
Diesel,50000,Manual,2,Ford,Ford Ecosport,2016,6.0,2016,5,1498,22.77,Bangalore
Diesel,70000,Manual,2,Mahindra,Mahindra XUV500,2017,13.5,2017,7,2179,16.0,Bangalore
Petrol,44000,Manual,1,Hyundai,Hyundai Grand i10,2016,5.25,2016,5,1197,18.9,Bangalore
Petrol,90000,Manual,2,Hyundai,Hyundai Getz,2006,1.75,2006,5,1341,15.3,Bangalore
Petrol,30000,Automatic,1,Maruti,Maruti Ciaz,2016,7.25,2016,5,1373,19.12,Bangalore
Petrol,50000,Manual,1,Hyundai,Hyundai Grand i10,2018,5.5,2018,5,1197,18.9,Bangalore
Petrol,98000,Manual,1,Maruti,Maruti Swift,2019,6.5,2019,5,1197,22.0,Bangalore
Petrol,47000,Automatic,1,Honda,Honda Jazz,2017,7.75,2017,5,1199,18.2,Bangalore
Petrol,70000,Manual,1,Hyundai,Hyundai Verna,2019,9.0,2019,5,1591,17.0,Bangalore
Petrol,16998,Manual,1,Maruti,Maruti Alto 800,2020,4.08,2020,5,796,22.05,Bangalore
Petrol,15256,Automatic,1,Hyundai,Hyundai Grand i10,2017,6.42,2017,5,1197,18.9,Bangalore
Petrol,4495,Automatic,1,Datsun,Datsun RediGO,2020,5.21,2020,5,999,22.5,Bangalore
Petrol,34561,Manual,1,Renault,Renault Triber,2020,6.95,2020,7,999,20.0,Bangalore
Petrol,40000,Manual,2,Maruti,Maruti Alto K10,2018,3.9,2018,5,998,23.95,Bangalore
Petrol,142135,Manual,1,Tata,Tata Tiago,2016,4.29,2016,5,1199,23.84,Bangalore
Petrol,120000,Manual,1,Ford,Ford Aspire,2021,5.2,2021,5,1194,18.5,Bangalore
Petrol,9553,Automatic,1,Maruti,Maruti Wagon R,2019,6.25,2019,5,1197,20.52,Bangalore
Petrol,7600,Manual,1,Renault,Renault KWID,2022,6.01,2022,5,999,21.46,Bangalore
Diesel,120000,Manual,1,Jeep,Jeep Compass,2017,13.0,2017,5,1956,17.1,Bangalore
Petrol,20000,Automatic,1,Hyundai,Hyundai Grand i10,2017,6.45,2017,5,1197,18.9,Bangalore
Diesel,120000,Automatic,2,Audi,Audi Q7,2013,19.75,2013,7,2967,12.07,Bangalore
Petrol,45578,Manual,1,Hyundai,Hyundai i20,2016,6.95,2016,5,1197,18.6,Bangalore
Diesel,100000,Automatic,2,BMW,BMW 3 Series,2014,16.44,2014,5,1995,22.69,Bangalore
Petrol,42000,Manual,1,Ford,Ford Ecosport,2019,8.95,2019,5,1497,17.0,Bangalore
Petrol,90000,Manual,2,Hyundai,Hyundai i10,2013,3.5,2013,5,1197,20.36,Bangalore
Diesel,70000,Manual,1,Hyundai,Hyundai Verna,2012,5.5,2012,5,1582,22.32,Bangalore
Diesel,100000,Automatic,3,Ford,Ford Endeavour,2010,7.5,2010,7,2953,11.4,Bangalore
Petrol,16306,Manual,1,Maruti,Maruti Ignis,2017,5.81,2017,5,1197,20.89,Bangalore
Petrol,25086,Manual,3,Maruti,Maruti Wagon R,2020,5.13,2020,5,1197,20.52,Bangalore
Petrol,54845,Manual,1,Maruti,Maruti Baleno,2017,6.5,2017,5,1197,21.01,Bangalore
Diesel,35642,Manual,1,Ford,Ford Freestyle,2020,8.06,2020,5,1498,24.4,Bangalore
Petrol,22173,Automatic,1,Maruti,Maruti Baleno,2016,7.25,2016,5,1197,21.4,Bangalore
Diesel,50000,Automatic,1,BMW,BMW 5 Series,2018,49.5,2018,5,2993,17.42,Bangalore
Petrol,67790,Manual,1,Hyundai,Hyundai Grand i10,2014,4.26,2014,5,1197,18.9,Bangalore
Petrol,38000,Manual,1,Maruti,Maruti Alto K10,2019,4.85,2019,5,998,23.95,Bangalore
Petrol,49713,Manual,2,Honda,Honda Brio,2012,3.51,2012,5,1198,19.4,Bangalore
Petrol,10002,Manual,1,Renault,Renault KWID,2021,4.9,2021,5,999,21.46,Bangalore
Diesel,46706,Manual,1,Mahindra,Mahindra XUV500,2017,14.95,2017,7,2179,16.0,Bangalore
Diesel,90000,Manual,2,Maruti,Maruti Swift,2014,5.1,2014,5,1248,25.2,Bangalore
Diesel,106000,Automatic,1,BMW,BMW X3,2016,27.5,2016,5,1995,18.56,Bangalore
Petrol,55833,Automatic,1,Volkswagen,Volkswagen Polo,2017,10.25,2017,5,1197,17.21,Bangalore
Diesel,46716,Automatic,2,Audi,Audi Q3,2015,23.45,2015,5,1968,15.73,Bangalore
Diesel,54000,Manual,1,Skoda,Skoda Rapid,2016,8.25,2016,5,1498,21.13,Bangalore
Diesel,68000,Manual,2,Ford,Ford Ecosport,2016,6.75,2016,5,1498,21.7,Bangalore
Diesel,113348,Manual,3,Ford,Ford Figo,2010,1.9,2010,5,1399,20.0,Bangalore
Diesel,134000,Automatic,1,Audi,Audi A6,2014,8.9,2016,5,1968,17.68,Bangalore
Petrol,20000,Automatic,1,Renault,Renault Kiger,2022,8.23,2022,5,999,19.03,Bangalore
Petrol,52311,Manual,1,Maruti,Maruti Swift,2014,5.54,2014,5,1197,22.38,Bangalore
Petrol,59514,Manual,1,Maruti,Maruti Swift Dzire,2014,4.99,2015,5,1197,22.41,Bangalore
Petrol,10000,Automatic,1,Renault,Renault Kiger,2022,8.15,2022,5,999,19.03,Bangalore
Petrol,36743,Manual,1,Maruti,Maruti Baleno,2020,7.19,2020,5,1197,21.01,Bangalore
Petrol,83046,Manual,1,Maruti,Maruti Celerio,2015,3.72,2015,5,998,25.24,Bangalore
Petrol,10000,Automatic,1,Maruti,Maruti Celerio,2018,5.15,2018,5,998,23.1,Bangalore
Petrol,59420,Manual,2,Honda,Honda Jazz,2016,5.54,2016,5,1199,18.7,Bangalore
Petrol,4545,Manual,1,Tata,Tata Tigor,2023,7.0,2023,5,1199,20.3,Bangalore
Petrol,70404,Manual,1,Maruti,Maruti Swift,2011,4.1,2011,5,1197,22.38,Bangalore
Petrol,39725,Manual,1,Maruti,Maruti Ciaz,2016,6.85,2016,5,1373,20.73,Bangalore
Petrol,10000,Automatic,1,BMW,BMW 3 Series,2022,55.0,2022,5,1998,16.13,Bangalore
Diesel,10000,Automatic,1,Kia,Kia Seltos,2022,18.0,2022,5,1493,17.8,Bangalore
Petrol,60000,Manual,2,Maruti,Maruti Wagon R,2006,1.8,2006,5,998,18.9,Bangalore
Petrol,50000,Manual,2,Ford,Ford Ecosport,2018,7.65,2018,5,1497,17.0,Bangalore
Petrol,10000,Manual,1,MG,MG Hector,2023,19.5,2023,5,1451,13.79,Bangalore
Petrol,50000,Manual,3,Hyundai,Hyundai Elantra,2013,4.91,2013,5,1797,16.3,Bangalore
Diesel,23272,Manual,1,Ford,Ford Ecosport,2021,11.75,2021,5,1498,21.7,Bangalore
Petrol,8407,Manual,1,Ford,Ford Ecosport,2020,9.99,2020,5,1496,15.9,Bangalore
Petrol,50000,Automatic,1,Maruti,Maruti Swift,2018,7.15,2018,5,1197,21.21,Bangalore
Diesel,10000,Automatic,1,Audi,Audi A4,2018,34.0,2018,5,1968,18.25,Bangalore
Petrol,14881,Automatic,1,Hyundai,Hyundai Creta,2021,17.79,2021,5,1353,13.0,Bangalore
Petrol,54305,Manual,1,Hyundai,Hyundai i20,2012,4.04,2012,5,1197,18.5,Bangalore
Petrol,50000,Manual,2,Hyundai,Hyundai i10,2016,3.58,2016,5,1086,19.81,Bangalore
Petrol,64998,Automatic,1,Maruti,Maruti Ignis,2017,5.81,2017,5,1197,20.89,Bangalore
Petrol,75940,Manual,1,Hyundai,Hyundai i20,2015,6.3,2015,5,1197,18.6,Bangalore
Petrol,25639,Manual,1,Honda,Honda Jazz,2016,5.6,2016,5,1199,18.7,Bangalore
Diesel,44107,Manual,1,Mahindra,Mahindra XUV500,2019,15.51,2019,7,2179,15.1,Bangalore
Petrol,60000,Manual,2,Hyundai,Hyundai Verna,2014,5.25,2014,5,1591,17.01,Bangalore
Petrol,41594,Manual,1,Maruti,Maruti Celerio,2018,5.01,2018,5,998,23.1,Bangalore
Petrol,24786,Automatic,2,Maruti,Maruti Wagon R,2020,6.17,2021,5,1197,20.52,Bangalore
Petrol,56000,Manual,1,Maruti,Maruti Alto K10,2017,3.65,2017,5,998,23.95,Bangalore
Petrol,90000,Automatic,1,Honda,Honda City,2018,9.95,2018,5,1498,18.3,Bangalore
Petrol,31000,Manual,2,Hyundai,Hyundai i20,2019,7.75,2019,5,1197,18.6,Bangalore
Diesel,30000,Automatic,2,Jaguar,Jaguar F-Pace,2018,47.0,2018,5,1999,16.38,Bangalore
Petrol,36000,Manual,1,Hyundai,Hyundai Verna,2017,7.7,2017,5,1591,17.7,Bangalore
Petrol,19065,Manual,1,Maruti,Maruti Swift,2018,7.25,2018,5,1197,22.0,Bangalore
Petrol,30538,Automatic,1,Honda,Honda Jazz,2019,8.4,2019,5,1199,18.2,Bangalore
Petrol,48891,Manual,2,Hyundai,Hyundai i20,2018,7.99,2018,5,1197,18.6,Bangalore
Petrol,60000,Automatic,2,Mercedes-Benz,Mercedes-Benz A Class,2014,13.8,2014,5,1595,15.5,Bangalore
Petrol,26676,Manual,1,Maruti,Maruti Swift,2018,6.96,2018,5,1197,22.0,Bangalore
Petrol,35647,Manual,1,Maruti,Maruti Swift,2015,5.76,2015,5,1197,22.38,Bangalore
Petrol,63825,Manual,1,Toyota,Toyota Glanza,2020,7.21,2020,5,1197,22.35,Bangalore
Petrol,31346,Manual,2,Honda,Honda City,2018,9.95,2018,5,1497,17.4,Bangalore
Petrol,79349,Manual,2,Hyundai,Hyundai i20,2015,5.94,2015,5,1197,18.6,Bangalore
Diesel,88203,Manual,1,Mahindra,Mahindra XUV500,2015,9.27,2015,7,2179,15.1,Bangalore
Diesel,37370,Automatic,1,Audi,Audi Q3,2018,32.75,2018,5,1968,15.17,Bangalore
Petrol,52228,Manual,1,Maruti,Maruti Wagon R,2015,4.26,2015,5,998,20.51,Bangalore
Diesel,70000,Automatic,1,Hyundai,Hyundai Creta,2015,11.0,2015,5,1582,17.01,Bangalore
Petrol,40542,Manual,1,Nissan,Nissan Magnite,2022,9.05,2022,5,999,20.0,Bangalore
Petrol,47936,Automatic,1,Renault,Renault Duster,2019,8.48,2019,5,1498,14.99,Bangalore
Petrol,10000,Manual,3,Maruti,Maruti Gypsy,1995,4.0,0,1,0,0.0,Bangalore
Diesel,70000,Automatic,2,Skoda,Skoda Superb,2008,5.75,2008,5,2496,11.9,Bangalore
Petrol,110000,Manual,5,Honda,Honda City,2013,4.0,2013,5,1497,16.8,Bangalore
Petrol,45000,Manual,2,Hyundai,Hyundai Creta,2016,8.95,2016,5,1591,15.29,Bangalore
Petrol,20469,Manual,1,Hyundai,Hyundai Venue,2019,10.99,2019,5,998,18.27,Bangalore
Petrol,60000,Manual,1,Hyundai,Hyundai i20,2011,4.25,2011,5,1197,17.0,Bangalore
Petrol,70000,Manual,2,Maruti,Maruti Swift Dzire,2012,4.45,2012,5,1197,19.1,Bangalore
Diesel,150000,Manual,4,Skoda,Skoda Rapid,2014,3.2,2014,5,1598,20.5,Bangalore
Petrol,46258,Manual,2,Volkswagen,Volkswagen Vento,2017,7.75,2017,5,1598,16.09,Bangalore
Petrol,54242,Manual,3,Maruti,Maruti Wagon R,2013,3.27,2013,5,998,18.9,Bangalore
Petrol,90727,Automatic,1,Honda,Honda Jazz,2017,6.61,2017,5,1199,19.0,Bangalore
Diesel,100000,Manual,1,Mahindra,Mahindra XUV500,2012,7.75,2012,7,2179,15.1,Bangalore
Petrol,31003,Manual,1,Maruti,Maruti Swift Dzire,2017,6.82,2017,5,1197,21.21,Bangalore
Petrol,24233,Manual,1,Hyundai,Hyundai Grand i10,2017,5.77,2017,5,1197,18.9,Bangalore
Petrol,90000,Manual,3,Volkswagen,Volkswagen Polo,2015,5.0,2015,5,1198,16.47,Bangalore
Petrol,36983,Manual,1,Honda,Honda Jazz,2017,6.79,2017,5,1199,18.7,Bangalore
Diesel,68915,Automatic,1,Mercedes-Benz,Mercedes-Benz B Class,2014,14.45,2014,5,2143,14.8,Bangalore
Petrol,5440,Manual,1,Maruti,Maruti Swift,2021,7.76,2021,5,1197,22.38,Bangalore
Petrol,8096,Manual,1,Tata,Tata Tiago,2021,6.9,2021,5,1199,20.09,Bangalore
Diesel,120000,Manual,2,Skoda,Skoda Rapid,2012,3.8,2012,5,1598,20.5,Bangalore
Petrol,60000,Manual,3,Renault,Renault Duster,2014,5.6,2014,5,1598,13.24,Bangalore
Diesel,120000,Manual,1,Tata,Tata Safari Storme,2017,11.25,2017,7,2179,14.1,Bangalore
Diesel,125903,Manual,2,Renault,Renault Lodgy,2015,5.15,2015,7,1461,19.98,Bangalore
Petrol,33040,Manual,2,Hyundai,Hyundai i20,2018,7.99,2018,5,1197,18.6,Bangalore
Diesel,110000,Manual,2,Toyota,Toyota Fortuner,2009,12.0,2009,7,2982,11.5,Bangalore
Diesel,30722,Manual,1,Hyundai,Hyundai i20,2019,8.35,2019,5,1396,22.54,Bangalore
Diesel,80000,Manual,1,Honda,Honda City,2016,7.5,2016,5,1498,26.0,Bangalore
Diesel,120000,Manual,2,Toyota,Toyota Fortuner,2009,12.75,2009,7,2982,11.5,Bangalore
Diesel,33000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2017,30.75,2017,5,2143,14.21,Bangalore
Petrol,58778,Manual,1,Honda,Honda City,2014,5.27,2014,5,1497,17.4,Bangalore
Petrol,51395,Manual,1,Maruti,Maruti S-Presso,2019,4.26,2019,5,998,21.7,Bangalore
Petrol,100000,Automatic,2,Ford,Ford Ecosport,2015,6.25,2015,5,1496,14.7,Bangalore
Petrol,65881,Manual,2,Maruti,Maruti Swift Dzire,2013,4.47,2013,5,1197,22.41,Bangalore
Petrol,49934,Manual,2,Maruti,Maruti Swift,2014,5.52,2014,5,1197,22.38,Bangalore
Diesel,91000,Manual,2,Honda,Honda City,2016,7.95,2016,5,1498,26.0,Bangalore
